1,1,baguette
1,2,soda
1,3,hering
1,4,cracker
1,5,heineken
1,6,olives
1,7,corned_b
2,1,avocado
2,2,cracker
2,3,artichok
2,4,heineken
2,5,ham
2,6,turkey
2,7,sardines
3,1,olives
3,2,bourbon
3,3,coke
3,4,turkey
3,5,ice_crea
3,6,ham
3,7,peppers
4,1,hering
4,2,corned_b
4,3,apples
4,4,olives
4,5,steak
4,6,avocado
4,7,turkey
5,1,sardines
5,2,heineken
5,3,chicken
5,4,coke
5,5,ice_crea
5,6,peppers
5,7,ham
6,1,olives
6,2,bourbon
6,3,coke
6,4,turkey
6,5,ice_crea
6,6,heineken
6,7,apples
7,1,corned_b
7,2,peppers
7,3,bourbon
7,4,cracker
7,5,chicken
7,6,ice_crea
7,7,baguette
8,1,soda
8,2,olives
8,3,bourbon
8,4,cracker
8,5,heineken
8,6,peppers
8,7,baguette
9,1,corned_b
9,2,peppers
9,3,bourbon
9,4,cracker
9,5,chicken
9,6,bordeaux
9,7,hering
10,1,baguette
10,2,sardines
10,3,apples
10,4,peppers
10,5,avocado
10,6,steak
10,7,turkey
11,1,baguette
11,2,hering
11,3,avocado
11,4,artichok
11,5,heineken
11,6,apples
11,7,corned_b
12,1,hering
12,2,corned_b
12,3,apples
12,4,olives
12,5,steak
12,6,sardines
12,7,heineken
13,1,baguette
13,2,sardines
13,3,apples
13,4,peppers
13,5,avocado
13,6,steak
13,7,ice_crea
14,1,hering
14,2,corned_b
14,3,olives
14,4,ham
14,5,turkey
14,6,coke
14,7,apples
15,1,olives
15,2,bourbon
15,3,coke
15,4,turkey
15,5,ice_crea
15,6,artichok
15,7,ham
16,1,baguette
16,2,hering
16,3,avocado
16,4,artichok
16,5,heineken
16,6,coke
16,7,turkey
17,1,sardines
17,2,heineken
17,3,chicken
17,4,coke
17,5,ice_crea
17,6,corned_b
17,7,apples
18,1,soda
18,2,olives
18,3,bourbon
18,4,cracker
18,5,heineken
18,6,baguette
18,7,peppers
19,1,soda
19,2,olives
19,3,bourbon
19,4,cracker
19,5,heineken
19,6,steak
19,7,hering
20,1,hering
20,2,corned_b
20,3,olives
20,4,ham
20,5,turkey
20,6,apples
20,7,baguette
21,1,baguette
21,2,hering
21,3,avocado
21,4,artichok
21,5,heineken
21,6,bourbon
21,7,corned_b
22,1,soda
22,2,olives
22,3,bourbon
22,4,cracker
22,5,heineken
22,6,artichok
22,7,steak
23,1,soda
23,2,olives
23,3,bourbon
23,4,cracker
23,5,heineken
23,6,corned_b
23,7,hering
24,1,sardines
24,2,heineken
24,3,chicken
24,4,coke
24,5,ice_crea
24,6,apples
24,7,baguette
25,1,sardines
25,2,heineken
25,3,chicken
25,4,coke
25,5,ice_crea
25,6,corned_b
25,7,peppers
26,1,olives
26,2,bourbon
26,3,coke
26,4,turkey
26,5,ice_crea
26,6,apples
26,7,baguette
27,1,olives
27,2,bourbon
27,3,coke
27,4,turkey
27,5,ice_crea
27,6,soda
27,7,avocado
28,1,soda
28,2,olives
28,3,bourbon
28,4,cracker
28,5,heineken
28,6,artichok
28,7,peppers
29,1,olives
29,2,bourbon
29,3,coke
29,4,turkey
29,5,ice_crea
29,6,sardines
29,7,soda
30,1,olives
30,2,bourbon
30,3,coke
30,4,turkey
30,5,ice_crea
30,6,soda
30,7,ham
31,1,corned_b
31,2,peppers
31,3,bourbon
31,4,cracker
31,5,chicken
31,6,hering
31,7,coke
32,1,baguette
32,2,sardines
32,3,apples
32,4,peppers
32,5,avocado
32,6,corned_b
32,7,chicken
33,1,soda
33,2,olives
33,3,bourbon
33,4,cracker
33,5,heineken
33,6,bordeaux
33,7,ham
34,1,baguette
34,2,hering
34,3,avocado
34,4,artichok
34,5,heineken
34,6,bordeaux
34,7,soda
35,1,hering
35,2,corned_b
35,3,olives
35,4,ham
35,5,turkey
35,6,cracker
35,7,baguette
36,1,avocado
36,2,cracker
36,3,artichok
36,4,heineken
36,5,ham
36,6,corned_b
36,7,sardines
37,1,soda
37,2,olives
37,3,bourbon
37,4,cracker
37,5,heineken
37,6,apples
37,7,steak
38,1,baguette
38,2,hering
38,3,avocado
38,4,artichok
38,5,heineken
38,6,soda
38,7,ham
39,1,sardines
39,2,heineken
39,3,chicken
39,4,coke
39,5,ice_crea
39,6,artichok
39,7,steak
40,1,soda
40,2,olives
40,3,bourbon
40,4,cracker
40,5,heineken
40,6,artichok
40,7,coke
41,1,hering
41,2,corned_b
41,3,apples
41,4,olives
41,5,steak
41,6,baguette
41,7,chicken
42,1,sardines
42,2,heineken
42,3,chicken
42,4,coke
42,5,ice_crea
42,6,cracker
42,7,steak
43,1,soda
43,2,olives
43,3,bourbon
43,4,cracker
43,5,heineken
43,6,steak
43,7,hering
44,1,hering
44,2,corned_b
44,3,olives
44,4,ham
44,5,turkey
44,6,bourbon
44,7,heineken
45,1,corned_b
45,2,peppers
45,3,bourbon
45,4,cracker
45,5,chicken
45,6,ice_crea
45,7,ice_crea
46,1,baguette
46,2,sardines
46,3,apples
46,4,peppers
46,5,avocado
46,6,chicken
46,7,steak
47,1,baguette
47,2,soda
47,3,hering
47,4,cracker
47,5,heineken
47,6,sardines
47,7,artichok
48,1,corned_b
48,2,peppers
48,3,bourbon
48,4,cracker
48,5,chicken
48,6,turkey
48,7,ice_crea
49,1,avocado
49,2,cracker
49,3,artichok
49,4,heineken
49,5,ham
49,6,sardines
49,7,hering
50,1,soda
50,2,olives
50,3,bourbon
50,4,cracker
50,5,heineken
50,6,bordeaux
50,7,avocado
51,1,baguette
51,2,sardines
51,3,apples
51,4,peppers
51,5,avocado
51,6,turkey
51,7,ice_crea
52,1,baguette
52,2,soda
52,3,hering
52,4,cracker
52,5,heineken
52,6,olives
52,7,avocado
53,1,baguette
53,2,hering
53,3,avocado
53,4,artichok
53,5,heineken
53,6,corned_b
53,7,chicken
54,1,hering
54,2,corned_b
54,3,olives
54,4,ham
54,5,turkey
54,6,avocado
54,7,baguette
55,1,baguette
55,2,soda
55,3,hering
55,4,cracker
55,5,heineken
55,6,corned_b
55,7,ham
56,1,sardines
56,2,heineken
56,3,chicken
56,4,coke
56,5,ice_crea
56,6,olives
56,7,corned_b
57,1,baguette
57,2,soda
57,3,hering
57,4,cracker
57,5,heineken
57,6,avocado
57,7,avocado
58,1,soda
58,2,olives
58,3,bourbon
58,4,cracker
58,5,heineken
58,6,ham
58,7,peppers
59,1,corned_b
59,2,peppers
59,3,bourbon
59,4,cracker
59,5,chicken
59,6,steak
59,7,apples
60,1,baguette
60,2,soda
60,3,hering
60,4,cracker
60,5,heineken
60,6,artichok
60,7,chicken
61,1,avocado
61,2,cracker
61,3,artichok
61,4,heineken
61,5,ham
61,6,hering
61,7,steak
62,1,hering
62,2,corned_b
62,3,apples
62,4,olives
62,5,steak
62,6,ham
62,7,ice_crea
63,1,baguette
63,2,hering
63,3,avocado
63,4,artichok
63,5,heineken
63,6,steak
63,7,turkey
64,1,baguette
64,2,sardines
64,3,apples
64,4,peppers
64,5,avocado
64,6,bordeaux
64,7,cracker
65,1,baguette
65,2,soda
65,3,hering
65,4,cracker
65,5,heineken
65,6,chicken
65,7,corned_b
66,1,baguette
66,2,sardines
66,3,apples
66,4,peppers
66,5,avocado
66,6,cracker
66,7,bourbon
67,1,hering
67,2,corned_b
67,3,apples
67,4,olives
67,5,steak
67,6,coke
67,7,soda
68,1,olives
68,2,bourbon
68,3,coke
68,4,turkey
68,5,ice_crea
68,6,sardines
68,7,avocado
69,1,corned_b
69,2,peppers
69,3,bourbon
69,4,cracker
69,5,chicken
69,6,soda
69,7,ice_crea
70,1,baguette
70,2,sardines
70,3,apples
70,4,peppers
70,5,avocado
70,6,bourbon
70,7,bourbon
71,1,hering
71,2,corned_b
71,3,olives
71,4,ham
71,5,turkey
71,6,coke
71,7,apples
72,1,hering
72,2,corned_b
72,3,apples
72,4,olives
72,5,steak
72,6,soda
72,7,avocado
73,1,baguette
73,2,sardines
73,3,apples
73,4,peppers
73,5,avocado
73,6,turkey
73,7,soda
74,1,sardines
74,2,heineken
74,3,chicken
74,4,coke
74,5,ice_crea
74,6,avocado
74,7,baguette
75,1,corned_b
75,2,peppers
75,3,bourbon
75,4,cracker
75,5,chicken
75,6,apples
75,7,coke
76,1,hering
76,2,corned_b
76,3,olives
76,4,ham
76,5,turkey
76,6,peppers
76,7,cracker
77,1,olives
77,2,bourbon
77,3,coke
77,4,turkey
77,5,ice_crea
77,6,cracker
77,7,corned_b
78,1,baguette
78,2,hering
78,3,avocado
78,4,artichok
78,5,heineken
78,6,ham
78,7,apples
79,1,corned_b
79,2,peppers
79,3,bourbon
79,4,cracker
79,5,chicken
79,6,steak
79,7,turkey
80,1,avocado
80,2,cracker
80,3,artichok
80,4,heineken
80,5,ham
80,6,soda
80,7,steak
81,1,avocado
81,2,cracker
81,3,artichok
81,4,heineken
81,5,ham
81,6,corned_b
81,7,baguette
82,1,corned_b
82,2,peppers
82,3,bourbon
82,4,cracker
82,5,chicken
82,6,hering
82,7,apples
83,1,hering
83,2,corned_b
83,3,apples
83,4,olives
83,5,steak
83,6,coke
83,7,ham
84,1,avocado
84,2,cracker
84,3,artichok
84,4,heineken
84,5,ham
84,6,hering
84,7,soda
85,1,hering
85,2,corned_b
85,3,apples
85,4,olives
85,5,steak
85,6,baguette
85,7,turkey
86,1,hering
86,2,corned_b
86,3,olives
86,4,ham
86,5,turkey
86,6,chicken
86,7,coke
87,1,hering
87,2,corned_b
87,3,apples
87,4,olives
87,5,steak
87,6,coke
87,7,artichok
88,1,hering
88,2,corned_b
88,3,olives
88,4,ham
88,5,turkey
88,6,apples
88,7,ice_crea
89,1,avocado
89,2,cracker
89,3,artichok
89,4,heineken
89,5,ham
89,6,steak
89,7,olives
90,1,baguette
90,2,soda
90,3,hering
90,4,cracker
90,5,heineken
90,6,peppers
90,7,corned_b
91,1,baguette
91,2,hering
91,3,avocado
91,4,artichok
91,5,heineken
91,6,bordeaux
91,7,corned_b
92,1,baguette
92,2,soda
92,3,hering
92,4,cracker
92,5,heineken
92,6,ice_crea
92,7,chicken
93,1,soda
93,2,olives
93,3,bourbon
93,4,cracker
93,5,heineken
93,6,apples
93,7,corned_b
94,1,corned_b
94,2,peppers
94,3,bourbon
94,4,cracker
94,5,chicken
94,6,apples
94,7,coke
95,1,hering
95,2,corned_b
95,3,olives
95,4,ham
95,5,turkey
95,6,ice_crea
95,7,artichok
96,1,sardines
96,2,heineken
96,3,chicken
96,4,coke
96,5,ice_crea
96,6,corned_b
96,7,corned_b
97,1,olives
97,2,bourbon
97,3,coke
97,4,turkey
97,5,ice_crea
97,6,heineken
97,7,soda
98,1,soda
98,2,olives
98,3,bourbon
98,4,cracker
98,5,heineken
98,6,steak
98,7,sardines
99,1,hering
99,2,corned_b
99,3,apples
99,4,olives
99,5,steak
99,6,peppers
99,7,baguette
100,1,baguette
100,2,sardines
100,3,apples
100,4,peppers
100,5,avocado
100,6,soda
100,7,coke
101,1,hering
101,2,corned_b
101,3,olives
101,4,ham
101,5,turkey
101,6,peppers
101,7,ice_crea
102,1,hering
102,2,corned_b
102,3,olives
102,4,ham
102,5,turkey
102,6,bourbon
102,7,bourbon
103,1,baguette
103,2,soda
103,3,hering
103,4,cracker
103,5,heineken
103,6,peppers
103,7,sardines
104,1,avocado
104,2,cracker
104,3,artichok
104,4,heineken
104,5,ham
104,6,corned_b
104,7,sardines
105,1,hering
105,2,corned_b
105,3,apples
105,4,olives
105,5,steak
105,6,baguette
105,7,ham
106,1,corned_b
106,2,peppers
106,3,bourbon
106,4,cracker
106,5,chicken
106,6,baguette
106,7,hering
107,1,sardines
107,2,heineken
107,3,chicken
107,4,coke
107,5,ice_crea
107,6,ham
107,7,corned_b
108,1,baguette
108,2,hering
108,3,avocado
108,4,artichok
108,5,heineken
108,6,ham
108,7,corned_b
109,1,soda
109,2,olives
109,3,bourbon
109,4,cracker
109,5,heineken
109,6,avocado
109,7,chicken
110,1,baguette
110,2,sardines
110,3,apples
110,4,peppers
110,5,avocado
110,6,heineken
110,7,hering
111,1,sardines
111,2,heineken
111,3,chicken
111,4,coke
111,5,ice_crea
111,6,bordeaux
111,7,olives
112,1,baguette
112,2,sardines
112,3,apples
112,4,peppers
112,5,avocado
112,6,chicken
112,7,turkey
113,1,sardines
113,2,heineken
113,3,chicken
113,4,coke
113,5,ice_crea
113,6,turkey
113,7,hering
114,1,olives
114,2,bourbon
114,3,coke
114,4,turkey
114,5,ice_crea
114,6,steak
114,7,heineken
115,1,soda
115,2,olives
115,3,bourbon
115,4,cracker
115,5,heineken
115,6,ham
115,7,avocado
116,1,hering
116,2,corned_b
116,3,olives
116,4,ham
116,5,turkey
116,6,bourbon
116,7,sardines
117,1,sardines
117,2,heineken
117,3,chicken
117,4,coke
117,5,ice_crea
117,6,apples
117,7,apples
118,1,olives
118,2,bourbon
118,3,coke
118,4,turkey
118,5,ice_crea
118,6,hering
118,7,ham
119,1,hering
119,2,corned_b
119,3,apples
119,4,olives
119,5,steak
119,6,chicken
119,7,ham
120,1,baguette
120,2,hering
120,3,avocado
120,4,artichok
120,5,heineken
120,6,chicken
120,7,cracker
121,1,baguette
121,2,sardines
121,3,apples
121,4,peppers
121,5,avocado
121,6,chicken
121,7,artichok
122,1,baguette
122,2,soda
122,3,hering
122,4,cracker
122,5,heineken
122,6,bourbon
122,7,peppers
123,1,soda
123,2,olives
123,3,bourbon
123,4,cracker
123,5,heineken
123,6,ice_crea
123,7,sardines
124,1,baguette
124,2,hering
124,3,avocado
124,4,artichok
124,5,heineken
124,6,soda
124,7,chicken
125,1,corned_b
125,2,peppers
125,3,bourbon
125,4,cracker
125,5,chicken
125,6,soda
125,7,ice_crea
126,1,hering
126,2,corned_b
126,3,olives
126,4,ham
126,5,turkey
126,6,cracker
126,7,steak
127,1,olives
127,2,bourbon
127,3,coke
127,4,turkey
127,5,ice_crea
127,6,peppers
127,7,chicken
128,1,soda
128,2,olives
128,3,bourbon
128,4,cracker
128,5,heineken
128,6,coke
128,7,chicken
129,1,olives
129,2,bourbon
129,3,coke
129,4,turkey
129,5,ice_crea
129,6,peppers
129,7,avocado
130,1,avocado
130,2,cracker
130,3,artichok
130,4,heineken
